'Description','Type / Format','Last Updated','File Name','Comments','Length','Values','Dataset Name','Dataset Description','Example','Name',
'Date created','DATE','2013-05-07 00:54:16','DATE_CREATED_16795','NULL','7','sysdate','APP_USER_ACTIVATION','List of new users who must reply to an OBM email in order to have userid activated. Once they have replied they will be removed from this table and be authorized users.','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:16','DATE_CREATED_16798','NULL','7','sysdate','BUDGET_TYPE_CODE','List of account groupings','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16808','NULL','7','sysdate','CBS_FUND','List of City funds that provide CDGA money','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16816','NULL','7','sysdate','CORPORATE_STATUS','List of delegate business type','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16829','NULL','7','sysdate','DELEGATE','List of delegates that have registered','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16845','NULL','7','sysdate','DEPARTMENT','List of City departments managing CDGA programs','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16858','NULL','7','sysdate','DHS_APPLICATION','Applications for Homelessness programs managed by HUD','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16870','NULL','7','sysdate','DHS_BUILDING_CODES','Homelessness program applicants information on building codes compliance','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16887','NULL','7','sysdate','DHS_BUILDING_SYSTEMS','Homelessness program applicants information on facility details','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16905','NULL','7','sysdate','DHS_CONGREGATE_HOUSING','For applicants that provide congregate apartments.','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16931','NULL','7','sysdate','DHS_FACILITY','Homelessness program applicants information about their facilities','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16955','NULL','7','sysdate','DHS_LEASE_INFORMATION','Homelessness program. If applicant leases their facility','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16970','NULL','7','sysdate','DHS_LICENSING','Homelessness program applicants must provide info if their facility has a Food Handlers License or Retail Food Establishment License.','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_16990','NULL','7','sysdate','DHS_NEW_SITE_INFORMATION','Homelessness program applicants facilities not currently operating at proposed location.','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_17005','NULL','7','sysdate','DHS_OWNERSHIP_INFORMATION','Homelessness program. If applicant owns their facility','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_17048','NULL','7','sysdate','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:17','DATE_CREATED_17063','NULL','7','sysdate','DHS_PROJECT_BASED_APTS','For applicants that provide individual apartments.','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17077','NULL','7','sysdate','DHS_SAFETY_SYSTEMS','Homelessness program applicants information on safety and security','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17089','NULL','7','sysdate','DHS_SERVICE_LINKAGE','Additional agencies that applicant refers clients to.','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17104','NULL','7','sysdate','DHS_SOCIAL_SERVICES','For applicants that applying for a non-residential program or social service program','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17111','NULL','7','SYSDATE','DIVISION','List of City department divisions or bureaus managing CDGA programs','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17120','NULL','7','NULL','EVALUATION','Department evaluations of applications','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17137','NULL','7','sysdate','EVALUATION_FUNDING','list of evaluation ratings','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17148','NULL','7','sysdate','FACILITY_TYPE','List of common facility types for delegate agencies','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17165','NULL','7','sysdate','FRINGE_BENEFIT','List of fringe benefits that delegate agencies offer to their employees with calulators and determination of City share','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17175','NULL','7','sysdate','FRINGE_BENEFIT_TYPE_CODE','List of fringe benefits such as social security','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17186','NULL','7','sysdate','FUND','Funding sources other than CDBG money that delegates agencies are using for an application','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17215','NULL','7','sysdate','NON_PERSONNEL_BUDGET','Applicant's nonpersonnel budget for program they are applying for','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17227','NULL','7','sysdate','OFFICE_HOURS','list of days and hours of operation for delegates','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17242','NULL','7','sysdate','PERSONNEL_BUDGET','Applicant's personnel budget for program they are applying for','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17255','NULL','7','sysdate','PIAD','PIAD stands for Problem','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17267','NULL','7','sysdate','PREVIOUS_FUNDING','List of previous funding applicant has received for the program they are applying for','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17275','NULL','7','sysdate','PREVIOUS_FUNDING_TYPE_CODE','Funding categories that applicant has previously applied for.','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17286','NULL','7','sysdate','PROGRAM','List of CDGA programs','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17300','NULL','7','sysdate','SERVICE_AREA','Applicant address that will provide services for this program','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17308','NULL','7','sysdate','STREET','list of valid city street names','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:18','DATE_CREATED_17317','NULL','7','NULL','SYSTEM_MESSAGE','Messages to be displayed on CDGA dashboard','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:19','DATE_CREATED_17336','NULL','7','NULL','SYSTEM_MESSAGE_CATEGORY','Categories for messages to be displayed on CDGA dashboard','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:19','DATE_CREATED_17351','NULL','7','NULL','SYSTEM_SETTINGS','Dates that system is available to users based upon their role','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:19','DATE_CREATED_17364','NULL','7','sysdate','WARDS_SERVED','Adjacent wards that will be served by a delegate applications','NULL','DATE_CREATED',
'Date created','DATE','2013-05-07 00:54:19','DATE_CREATED_17386','NULL','7','sysdate','WORK_PROGRAM','Performance measures for applicants','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:44','DATE_CREATED_17406','NULL','7','NULL','BU50T1_ADDRESSES','X coordinate low-state plane coordinates','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:44','DATE_CREATED_17432','NULL','7','NULL','BU50T1_ADDRESSES_TEMP','Address information stored as part of batch geocoding.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:44','DATE_CREATED_17454','NULL','7','NULL','BU50T1_ADDRESS_WORK_TYPES','work types associated to the address table','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17482','NULL','7','NULL','BU50T1_ADDRESS_WORK_TYPE_JN','Contains all the work type information for a CPM number.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17492','NULL','7','NULL','BU50T1_ADDR_BATCH_DELETE','stores addresses to be batch deleted','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17506','NULL','7','NULL','BU50T1_BENCHMARKS','legacy table from the CIP system which was replaced by CPM; no longer used in current CPM operations','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17529','NULL','7','NULL','BU50T1_BUREAUS','stores the list of all bureaus in CPM','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17559','NULL','7','NULL','BU50T1_CDOT_CONTRACTS','stores general CDOT contact information','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17615','NULL','7','NULL','BU50T1_CDOT_CONTRACT_BENCHMARK','stores contract benchmark information contained in the legacy system CIP; which was replaced by CPM.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17626','NULL','7','NULL','BU50T1_CDOT_CONTRACT_COMMENTS','Contains comments on the CDOT contract','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17634','NULL','7','NULL','BU50T1_CDOT_CONTRACT_TASKS','Contains task information associated with a CDOT contract','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17641','NULL','7','NULL','BU50T1_CDOT_CONTRACT_WARDS','Contains contract information that relates to a specific aldermanic ward','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17648','NULL','7','NULL','BU50T1_CDOT_CON_DEPT_PROJECTS','stores CDOT project number when different than the CPM number','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17656','NULL','7','NULL','BU50T1_CDOT_CON_PROJ_MANAGERS','stores the project manager of the contract','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17664','NULL','7','NULL','BU50T1_CIP_MEASURE_TYPES','measurement types of the legacy CIP system','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17672','NULL','7','NULL','BU50T1_CIP_RESP_DN_WORK_TYPES','Legacy CIP system table which contains the responsible LDAP distinguished name','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17682','NULL','7','NULL','BU50T1_CIP_WORK_CATEGORIES','Legacy CIP system work categories','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17692','NULL','7','NULL','BU50T1_CIP_WORK_TYPES','Legacy CIP system work types','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17709','NULL','7','NULL','BU50T1_CODES','Contains the options for the various system work types which allow the user to select valid options for the field in the system.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17718','NULL','7','sysdate','BU50T1_CODE_TYPES','Contains all the fields that can be defined in the BU50T1_CODES table.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:45','DATE_CREATED_17740','NULL','7','sysdate','BU50T1_CPR_ENOTE','Table contains no data','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17750','NULL','7','NULL','BU50T1_DEPARTMENTS','stores the list of all departments in CPM','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17762','NULL','7','NULL','BU50T1_DEPARTMENT_PROJECTS','contains the link of the CPM number to the department specific non-CPM number.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17876','NULL','7','NULL','BU50T1_FACILITIES','Contains all CPM facility information.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17890','NULL','7','NULL','BU50T1_FAQ','Table not used','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17899','NULL','7','NULL','BU50T1_FAQ_CATEGORIES','Table not used.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17924','NULL','7','NULL','BU50T1_FMPS_EXPENDITURES','Contains expenditure information sent from the FMPS system.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17942','NULL','7','NULL','BU50T1_FMPS_EXPENDITURE_DETAIL','Table not used.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17958','NULL','7','NULL','BU50T1_FMPS_FUNDING_STRIPS','Contains funding strip information recieved from FMPS.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17972','NULL','7','NULL','BU50T1_FUNDING_ACCTS','Contains all the funding accounts as listed in the legacy CIP system.  This table is no longer used.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17979','NULL','7','NULL','BU50T1_FUNDING_PROCESS','Contains the funding process as listed in the legacy CIP system.  This table is no longer used.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_17990','NULL','7','NULL','BU50T1_FUNDING_SOURCE','contains the funding source as listed in the legacy CIP system.  This table is no longer used.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:46','DATE_CREATED_18002','NULL','7','sysdate','BU50T1_FUNDS','Contains all fund codes in the CPM system.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18029','NULL','7','NULL','BU50T1_GEO_RESULTS','Contains the geocoding results for an address/location.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18043','NULL','7','NULL','BU50T1_GEO_SHAPES','Contains all valid geocode shapes/geographies that are available for CPM use.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18053','NULL','7','NULL','BU50T1_MEASURE_TYPES','Contains all units of measurement of work types contained in CPM.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18067','NULL','7','sysdate','BU50T1_MENU_ADDR_WORK_TYPES_JN','This table contains all the records (menu address_work_types) that we load into cpm from the menu spreadsheets that BOE and CDOT send to us.  Note that the addresses_temp table only contains the data from the current spreadsheet.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18099','NULL','7','NULL','BU50T1_PERSONNEL','Contains the list of CIP users that should have had access to CPM for the initial go-live.  This table is no longer used.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18143','NULL','7','NULL','BU50T1_PRJ_FND_STRPS_ORIG_LOAD','Table contains no data.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18151','NULL','7','NULL','BU50T1_PROGRAMS','Table contains the Programs which assigned to projects.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18174','NULL','7','sysdate','BU50T1_PROJECTS','Table contains the header information for all CPM projects.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18226','NULL','7','sysdate','BU50T1_PROJECT_FILE','Contains the attachments data loaded a CPM project.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18233','NULL','7','sysdate','BU50T1_PROJECT_FUNDS','contains the current funding information for a project at the overall project level.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18263','NULL','7','sysdate','BU50T1_PROJECT_FUND_JN','Contains all project fund changes.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:47','DATE_CREATED_18273','NULL','7','NULL','BU50T1_PROJECT_MAJOR_TASKS','Stores the project major tasks.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:48','DATE_CREATED_18282','NULL','7','sysdate','BU50T1_PROJECT_MAJOR_TASK_FILE','Stores attachments for the projects major task.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:48','DATE_CREATED_18292','NULL','7','NULL','BU50T1_PROJECT_MAJOR_TASK_REQ','Stores the major task requisition.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:48','DATE_CREATED_18303','NULL','7','sysdate','BU50T1_PROJECT_NOTES','Current overall notes for the CPM project.','NULL','DATE_CREATED',
'Creation date','DATE','2013-05-07 00:54:48','DATE_CREATED_18315','NULL','7','sysdate','BU50T1_PROJECT_NOTE_JN','Contains all project notes contained in CPM','NULL','DATE_CREATED',
